22-01-2020,Australia,0,0,0
22-01-2020,China,548,17,28
22-01-2020,Germany,0,0,0
22-01-2020,India,0,0,0
22-01-2020,Japan,2,0,0
22-01-2020,Singapore,0,0,0
22-01-2020,South Korea,1,0,0
22-01-2020,US,1,0,0
23-01-2020,Australia,0,0,0
23-01-2020,China,643,18,30
23-01-2020,Germany,0,0,0
23-01-2020,India,0,0,0
23-01-2020,Japan,2,0,0
23-01-2020,Singapore,1,0,0
23-01-2020,South Korea,1,0,0
23-01-2020,US,1,0,0
24-01-2020,Australia,0,0,0
24-01-2020,China,920,26,36
24-01-2020,Germany,0,0,0
24-01-2020,India,0,0,0
24-01-2020,Japan,2,0,0
24-01-2020,Singapore,3,0,0
24-01-2020,South Korea,2,0,0
24-01-2020,US,2,0,0
25-01-2020,Australia,0,0,0
25-01-2020,China,1406,42,39
25-01-2020,Germany,0,0,0
25-01-2020,India,0,0,0
25-01-2020,Japan,2,0,0
25-01-2020,Singapore,3,0,0
25-01-2020,South Korea,2,0,0
25-01-2020,US,2,0,0
26-01-2020,Australia,4,0,0
26-01-2020,China,2075,56,49
26-01-2020,Germany,0,0,0
26-01-2020,India,0,0,0
26-01-2020,Japan,4,0,1
26-01-2020,Singapore,4,0,0
26-01-2020,South Korea,3,0,0
26-01-2020,US,5,0,0
27-01-2020,Australia,5,0,0
27-01-2020,China,2877,82,58
27-01-2020,Germany,1,0,0
27-01-2020,India,0,0,0
27-01-2020,Japan,4,0,1
27-01-2020,Singapore,5,0,0
27-01-2020,South Korea,4,0,0
27-01-2020,US,5,0,0
28-01-2020,Australia,5,0,0
28-01-2020,China,5509,131,101
28-01-2020,Germany,4,0,0
28-01-2020,India,0,0,0
28-01-2020,Japan,7,0,1
28-01-2020,Singapore,7,0,0
28-01-2020,South Korea,4,0,0
28-01-2020,US,5,0,0
29-01-2020,Australia,6,0,0
29-01-2020,China,6087,133,119
29-01-2020,Germany,4,0,0
29-01-2020,India,0,0,0
29-01-2020,Japan,7,0,1
29-01-2020,Singapore,7,0,0
29-01-2020,South Korea,4,0,0
29-01-2020,US,5,0,0
30-01-2020,Australia,9,0,2
30-01-2020,China,8141,171,133
30-01-2020,Germany,4,0,0
30-01-2020,India,1,0,0
30-01-2020,Japan,11,0,1
30-01-2020,Singapore,10,0,0
30-01-2020,South Korea,4,0,0
30-01-2020,US,5,0,0
31-01-2020,Australia,9,0,2
31-01-2020,China,9802,213,211
31-01-2020,Germany,5,0,0
31-01-2020,India,1,0,0
31-01-2020,Japan,15,0,1
31-01-2020,Singapore,13,0,0
31-01-2020,South Korea,11,0,0
31-01-2020,US,7,0,0
01-02-2020,Australia,12,0,2
01-02-2020,China,11891,259,272
01-02-2020,Germany,8,0,0
01-02-2020,India,1,0,0
01-02-2020,Japan,20,0,1
01-02-2020,Singapore,16,0,0
01-02-2020,South Korea,12,0,0
01-02-2020,US,8,0,0
02-02-2020,Australia,12,0,2
02-02-2020,China,16630,361,450
02-02-2020,Germany,10,0,0
02-02-2020,India,2,0,0
02-02-2020,Japan,20,0,1
02-02-2020,Singapore,18,0,0
02-02-2020,South Korea,15,0,0
02-02-2020,US,8,0,0
03-02-2020,Australia,12,0,2
03-02-2020,China,19716,425,595
03-02-2020,Germany,12,0,0
03-02-2020,India,3,0,0
03-02-2020,Japan,20,0,1
03-02-2020,Singapore,18,0,0
03-02-2020,South Korea,15,0,0
03-02-2020,US,11,0,0
04-02-2020,Australia,13,0,2
04-02-2020,China,23707,491,812
04-02-2020,Germany,12,0,0
04-02-2020,India,3,0,0
04-02-2020,Japan,22,0,1
04-02-2020,Singapore,24,0,0
04-02-2020,South Korea,16,0,0
04-02-2020,US,11,0,0
05-02-2020,Australia,13,0,2
05-02-2020,China,27440,563,1062
05-02-2020,Germany,12,0,0
05-02-2020,India,3,0,0
05-02-2020,Japan,23,0,1
05-02-2020,Singapore,28,0,0
05-02-2020,South Korea,19,0,0
05-02-2020,US,11,0,0
06-02-2020,Australia,14,0,2
06-02-2020,China,30587,633,1408
06-02-2020,Germany,12,0,0
06-02-2020,India,3,0,0
06-02-2020,Japan,23,0,1
06-02-2020,Singapore,28,0,0
06-02-2020,South Korea,23,0,0
06-02-2020,US,11,0,0
07-02-2020,Australia,15,0,2
07-02-2020,China,34110,718,1891
07-02-2020,Germany,13,0,0
07-02-2020,India,3,0,0
07-02-2020,Japan,23,0,1
07-02-2020,Singapore,30,0,0
07-02-2020,South Korea,24,0,1
07-02-2020,US,11,0,0
08-02-2020,Australia,15,0,2
08-02-2020,China,36814,805,2450
08-02-2020,Germany,13,0,0
08-02-2020,India,3,0,0
08-02-2020,Japan,24,0,1
08-02-2020,Singapore,33,0,2
08-02-2020,South Korea,24,0,1
08-02-2020,US,11,0,0
09-02-2020,Australia,15,0,2
09-02-2020,China,39829,905,3032
09-02-2020,Germany,14,0,0
09-02-2020,India,3,0,0
09-02-2020,Japan,24,0,1
09-02-2020,Singapore,40,0,2
09-02-2020,South Korea,25,0,3
09-02-2020,US,11,0,3
10-02-2020,Australia,15,0,2
10-02-2020,China,42354,1012,3686
10-02-2020,Germany,14,0,0
10-02-2020,India,3,0,0
10-02-2020,Japan,26,0,4
10-02-2020,Singapore,45,0,2
10-02-2020,South Korea,27,0,3
10-02-2020,US,11,0,3
11-02-2020,Australia,15,0,2
11-02-2020,China,44386,1112,4370
11-02-2020,Germany,16,0,0
11-02-2020,India,3,0,0
11-02-2020,Japan,27,0,9
11-02-2020,Singapore,47,0,9
11-02-2020,South Korea,28,0,3
11-02-2020,US,12,0,3
12-02-2020,Australia,15,0,2
12-02-2020,China,46267,1117,4782
12-02-2020,Germany,16,0,0
12-02-2020,India,3,0,0
12-02-2020,Japan,28,0,9
12-02-2020,Singapore,50,0,15
12-02-2020,South Korea,28,0,7
12-02-2020,US,12,0,3
13-02-2020,Australia,15,0,8
13-02-2020,China,59895,1369,5853
13-02-2020,Germany,16,0,1
13-02-2020,India,3,0,0
13-02-2020,Japan,33,1,9
13-02-2020,Singapore,58,0,15
13-02-2020,South Korea,28,0,7
13-02-2020,US,13,0,3
14-02-2020,Australia,15,0,8
14-02-2020,China,66358,1521,7533
14-02-2020,Germany,16,0,1
14-02-2020,India,3,0,0
14-02-2020,Japan,43,1,9
14-02-2020,Singapore,67,0,17
14-02-2020,South Korea,28,0,7
14-02-2020,US,13,0,3
15-02-2020,Australia,15,0,8
15-02-2020,China,68413,1663,8806
15-02-2020,Germany,16,0,1
15-02-2020,India,3,0,0
15-02-2020,Japan,54,1,12
15-02-2020,Singapore,72,0,18
15-02-2020,South Korea,28,0,9
15-02-2020,US,13,0,3
16-02-2020,Australia,15,0,8
16-02-2020,China,70513,1766,10210
16-02-2020,Germany,16,0,1
16-02-2020,India,3,0,3
16-02-2020,Japan,60,1,12
16-02-2020,Singapore,75,0,18
16-02-2020,South Korea,29,0,9
16-02-2020,US,13,0,3
17-02-2020,Australia,15,0,10
17-02-2020,China,72434,1864,11831
17-02-2020,Germany,16,0,1
17-02-2020,India,3,0,3
17-02-2020,Japan,67,1,12
17-02-2020,Singapore,77,0,24
17-02-2020,South Korea,30,0,10
17-02-2020,US,13,0,3
18-02-2020,Australia,15,0,10
18-02-2020,China,74211,2003,13548
18-02-2020,Germany,16,0,12
18-02-2020,India,3,0,3
18-02-2020,Japan,79,2,13
18-02-2020,Singapore,81,0,29
18-02-2020,South Korea,31,0,12
18-02-2020,US,13,0,3
19-02-2020,Australia,15,0,10
19-02-2020,China,74619,2116,15237
19-02-2020,Germany,16,0,12
19-02-2020,India,3,0,3
19-02-2020,Japan,85,2,18
19-02-2020,Singapore,84,0,34
19-02-2020,South Korea,31,0,12
19-02-2020,US,13,0,3
20-02-2020,Australia,15,0,10
20-02-2020,China,75077,2238,17208
20-02-2020,Germany,16,0,12
20-02-2020,India,3,0,3
20-02-2020,Japan,95,2,18
20-02-2020,Singapore,84,0,34
20-02-2020,South Korea,104,1,16
20-02-2020,US,13,0,3
21-02-2020,Australia,15,0,11
21-02-2020,China,75550,2238,17784
21-02-2020,Germany,16,0,14
21-02-2020,India,3,0,3
21-02-2020,Japan,112,2,22
21-02-2020,Singapore,85,0,37
21-02-2020,South Korea,204,2,16
21-02-2020,US,15,0,5
22-02-2020,Australia,15,0,11
22-02-2020,China,77001,2443,21666
22-02-2020,Germany,16,0,14
22-02-2020,India,3,0,3
22-02-2020,Japan,137,2,22
22-02-2020,Singapore,85,0,37
22-02-2020,South Korea,433,2,16
22-02-2020,US,15,0,5
23-02-2020,Australia,15,0,11
23-02-2020,China,77022,2445,22100
23-02-2020,Germany,16,0,14
23-02-2020,India,3,0,3
23-02-2020,Japan,149,2,22
23-02-2020,Singapore,89,0,51
23-02-2020,South Korea,602,6,18
23-02-2020,US,15,0,5
24-02-2020,Australia,15,0,11
24-02-2020,China,77241,2595,23838
24-02-2020,Germany,16,0,14
24-02-2020,India,3,0,3
24-02-2020,Japan,160,2,22
24-02-2020,Singapore,89,0,51
24-02-2020,South Korea,833,8,18
24-02-2020,US,15,0,5
25-02-2020,Australia,15,0,11
25-02-2020,China,77754,2665,26426
25-02-2020,Germany,17,0,14
25-02-2020,India,3,0,3
25-02-2020,Japan,173,3,22
25-02-2020,Singapore,91,0,53
25-02-2020,South Korea,977,10,22
25-02-2020,US,15,0,6
26-02-2020,Australia,15,0,11
26-02-2020,China,78166,2717,28790
26-02-2020,Germany,27,0,15
26-02-2020,India,3,0,3
26-02-2020,Japan,192,3,22
26-02-2020,Singapore,93,0,62
26-02-2020,South Korea,1261,12,22
26-02-2020,US,15,0,6
27-02-2020,Australia,15,0,11
27-02-2020,China,78600,2746,31588
27-02-2020,Germany,46,0,16
27-02-2020,India,3,0,3
27-02-2020,Japan,218,4,22
27-02-2020,Singapore,93,0,62
27-02-2020,South Korea,1766,13,22
27-02-2020,US,16,0,6
28-02-2020,Australia,15,0,11
28-02-2020,China,78928,2790,34940
28-02-2020,Germany,48,0,16
28-02-2020,India,3,0,3
28-02-2020,Japan,236,5,22
28-02-2020,Singapore,93,0,62
28-02-2020,South Korea,2337,13,22
28-02-2020,US,16,0,7
29-02-2020,Australia,25,0,11
29-02-2020,China,79356,2837,37868
29-02-2020,Germany,79,0,16
29-02-2020,India,3,0,3
29-02-2020,Japan,245,6,32
29-02-2020,Singapore,102,0,72
29-02-2020,South Korea,3150,16,27
29-02-2020,US,24,1,7
01-03-2020,Australia,27,1,11
01-03-2020,China,79932,2872,40670
01-03-2020,Germany,130,0,16
01-03-2020,India,3,0,3
01-03-2020,Japan,259,6,32
01-03-2020,Singapore,106,0,72
01-03-2020,South Korea,3736,17,30
01-03-2020,US,30,1,7
02-03-2020,Australia,30,1,11
02-03-2020,China,80136,2914,43353
02-03-2020,Germany,159,0,16
02-03-2020,India,5,0,3
02-03-2020,Japan,278,6,32
02-03-2020,Singapore,108,0,78
02-03-2020,South Korea,4335,28,30
02-03-2020,US,53,6,7
03-03-2020,Australia,39,1,11
03-03-2020,China,80261,2947,45919
03-03-2020,Germany,196,0,16
03-03-2020,India,5,0,3
03-03-2020,Japan,298,6,43
03-03-2020,Singapore,110,0,78
03-03-2020,South Korea,5186,28,30
03-03-2020,US,73,7,7
04-03-2020,Australia,52,2,11
04-03-2020,China,80386,2983,48466
04-03-2020,Germany,262,0,16
04-03-2020,India,28,0,3
04-03-2020,Japan,333,7,43
04-03-2020,Singapore,110,0,78
04-03-2020,South Korea,5621,35,41
04-03-2020,US,104,11,7
05-03-2020,Australia,55,2,21
05-03-2020,China,80537,3015,50749
05-03-2020,Germany,482,0,16
05-03-2020,India,30,0,3
05-03-2020,Japan,365,7,43
05-03-2020,Singapore,117,0,78
05-03-2020,South Korea,6088,35,41
05-03-2020,US,174,12,7
06-03-2020,Australia,60,2,21
06-03-2020,China,80690,3044,52395
06-03-2020,Germany,670,0,17
06-03-2020,India,31,0,3
06-03-2020,Japan,420,7,46
06-03-2020,Singapore,130,0,78
06-03-2020,South Korea,6593,42,135
06-03-2020,US,222,14,7
07-03-2020,Australia,63,2,21
07-03-2020,China,80770,3072,53988
07-03-2020,Germany,799,0,18
07-03-2020,India,34,0,3
07-03-2020,Japan,466,7,76
07-03-2020,Singapore,138,0,78
07-03-2020,South Korea,7041,44,135
07-03-2020,US,337,17,7
08-03-2020,Australia,76,3,21
08-03-2020,China,80823,3100,55834
08-03-2020,Germany,1040,0,18
08-03-2020,India,39,0,3
08-03-2020,Japan,499,8,76
08-03-2020,Singapore,150,0,78
08-03-2020,South Korea,7314,50,118
08-03-2020,US,451,21,7
09-03-2020,Australia,91,3,21
09-03-2020,China,80860,3123,57250
09-03-2020,Germany,1176,2,18
09-03-2020,India,43,0,3
09-03-2020,Japan,527,10,76
09-03-2020,Singapore,150,0,78
09-03-2020,South Korea,7478,53,118
09-03-2020,US,519,22,7
10-03-2020,Australia,107,3,21
10-03-2020,China,80887,3139,58627
10-03-2020,Germany,1457,2,18
10-03-2020,India,56,0,4
10-03-2020,Japan,585,13,101
10-03-2020,Singapore,160,0,78
10-03-2020,South Korea,7513,54,247
10-03-2020,US,711,28,8
11-03-2020,Australia,128,3,21
11-03-2020,China,80921,3161,60088
11-03-2020,Germany,1908,3,25
11-03-2020,India,62,1,4
11-03-2020,Japan,640,15,118
11-03-2020,Singapore,178,0,96
11-03-2020,South Korea,7755,60,288
11-03-2020,US,1109,33,8
12-03-2020,Australia,128,3,21
12-03-2020,China,80932,3172,61344
12-03-2020,Germany,2078,3,25
12-03-2020,India,73,1,4
12-03-2020,Japan,696,19,118
12-03-2020,Singapore,178,0,96
12-03-2020,South Korea,7869,66,333
12-03-2020,US,1561,43,12
13-03-2020,Australia,200,3,23
13-03-2020,China,80945,3180,62637
13-03-2020,Germany,3675,7,46
13-03-2020,India,82,2,4
13-03-2020,Japan,733,21,118
13-03-2020,Singapore,200,0,97
13-03-2020,South Korea,7979,66,510
13-03-2020,US,2157,52,12
14-03-2020,Australia,250,3,23
14-03-2020,China,80977,3193,64100
14-03-2020,Germany,4585,9,46
14-03-2020,India,102,2,4
14-03-2020,Japan,795,22,118
14-03-2020,Singapore,212,0,105
14-03-2020,South Korea,8086,72,510
14-03-2020,US,2870,58,12
15-03-2020,Australia,297,3,23
15-03-2020,China,81003,3203,65457
15-03-2020,Germany,5795,11,46
15-03-2020,India,113,2,13
15-03-2020,Japan,826,24,118
15-03-2020,Singapore,226,0,105
15-03-2020,South Korea,8162,75,510
15-03-2020,US,2968,70,12
16-03-2020,Australia,377,3,23
16-03-2020,China,81033,3217,66350
16-03-2020,Germany,7272,17,67
16-03-2020,India,119,2,13
16-03-2020,Japan,843,30,144
16-03-2020,Singapore,243,0,109
16-03-2020,South Korea,8236,75,1137
16-03-2020,US,4360,97,17
17-03-2020,Australia,452,5,23
17-03-2020,China,81058,3230,67238
17-03-2020,Germany,9257,24,67
17-03-2020,India,142,3,14
17-03-2020,Japan,893,30,144
17-03-2020,Singapore,266,0,114
